Unnamed: 0	start	end	text	label
469	00:31:36	00:31:38	the killer came from out here.	N
470	00:31:38	00:31:41	Dr. Gilbert can afford her personal bias.	N
471	00:31:41	00:31:42	We can't.	N
472	00:31:42	00:31:46	And we need a lot more than Day-Glo bacteria to get a conviction.	N
473	00:31:51	00:31:52	You really think Erin knew she was pregnant?	N
474	00:31:53	00:31:53	I mean, six weeks?	N
475	00:31:54	00:31:55	20-year-old girl, living at home?	N
476	00:31:55	00:31:59	She would have taken a test if she was five seconds late-- panic city.	N
477	00:31:59	00:32:01	Yeah, Brass talked to her parents.	N
478	00:32:01	00:32:02	There was no guy in her life.	N
479	00:32:02	00:32:04	Well, it's not immaculate conception.	N
480	00:32:04	00:32:07	If the guy was Mr. Right she would have told her folks.	Y
481	00:32:07	00:32:09	Which means he was Mr. Wrong.	Y
482	00:32:09	00:32:10	Maybe Mr. Married.	N
483	00:32:14	00:32:15	Back for more?	N
484	00:32:15	00:32:17	You still have the pregnant girl?	N
485	00:32:17	00:32:19	Mortuary will pick her up later this afternoon.	N
486	00:32:19	00:32:22	Stall them. We want a paternity test.	N
487	00:32:22	00:32:23	At six weeks?	N
488	00:32:23	00:32:27	Six weeks with half of someone else's DNA in her body.	N
489	00:32:48	00:32:49	Check this out.	N
490	00:32:57	00:32:59	This fabric matches the victim's sweater.	N
491	00:32:59	00:33:01	That's the muffler.	N
492	00:33:01	00:33:03	Now, this is the back of the car.	N
493	00:33:03	00:33:05	And the taillight was smashed.	N
494	00:33:05	00:33:09	There's no way this car was moving forward when it ran over Brian Clemonds's body.	N
495	00:33:09	00:33:12	Who drives backwards on a downtown street?	N
496	00:33:13	00:33:15	First degree murder.	N
497	00:33:15	00:33:17	That's how we see it.	N
498	00:33:18	00:33:19	It's okay.	N
499	00:33:19	00:33:24	In that case, my client is now prepared to make a statement.	Y
500	00:33:24	00:33:26	Tell him, Adam.	Y
501	00:33:26	00:33:28	I may have hit the guy.	Y
502	00:33:28	00:33:30	That's some statement.	N
503	00:33:30	00:33:32	Okay. I remember hitting something.	Y
504	00:33:32	00:33:34	It was dark.	N
505	00:33:34	00:33:36	I-I just kept driving.	Y
506	00:33:36	00:33:38	Didn't look back.	N
507	00:33:38	00:33:39	Adam...	Y
508	00:33:41	00:33:46	We found lice in the driver's seat of your vehicle but your scalp was clean.	Y
509	00:33:48	00:33:50	Was there anyone else there?	N
510	00:33:50	00:33:54	A witness who might support your account?	Y
511	00:33:59	00:34:02	Yeah, someone was with me.	Y
512	00:34:02	00:34:04	Mark.	Y
513	00:34:04	00:34:05	Mark Rucker.	Y
514	00:34:05	00:34:08	He can confirm everything I told you.	Y
515	00:34:08	00:34:09	I want to see him.	Y
516	00:34:09	00:34:11	That's the coward who killed Brian.	Y
517	00:34:11	00:34:13	What happened?	N
518	00:34:13	00:34:14	He scared you?	Y
519	00:34:14	00:34:15	Talked a little funny?	N
520	00:34:15	00:34:17	Made a lot of noises? Screamed?	N
521	00:34:17	00:34:20	Or maybe he just looked at you the wrong way?	Y
522	00:34:20	00:34:22	Get away from me.	Y
523	00:34:25	00:34:27	You make me sick.	Y
524	00:34:36	00:34:38	You said you'd include me.	N
525	00:34:38	00:34:42	You offered to help to help with my investigation and now you're compromising it.	N
526	00:34:42	00:34:44	You found the killer.	Y
527	00:34:44	00:34:46	Who says it was a hit and run not murder.	Y
528	00:34:46	00:34:47	He has a witness.	Y
529	00:34:47	00:34:48	Who will lie for him.	Y
530	00:34:48	00:34:50	The witness can say whatever he wants.	Y
531	00:34:50	00:34:55	The important thing is that Adam Walkey was not alone when he killed Brian.	Y
532	00:34:55	00:34:58	Until now, I did not know who was with him.	N
533	00:34:58	00:35:00	And now you do.	N
534	00:35:00	00:35:05	His witness is our other suspect.	Y
535	00:35:05	00:35:07	911 page?	N
536	00:35:07	00:35:08	What's up?	N
537	00:35:08	00:35:10	Right gun. Wrong barrel.	N
538	00:35:10	00:35:12	Son of a bitch swapped the gun barrel out.	Y
539	00:35:12	00:35:14	Check this out.	N
540	00:35:16	00:35:18	Could be an incomplete tool mark.	N
541	00:35:18	00:35:20	Maybe the guy dropped his gun.	Y
542	00:35:20	00:35:23	Either way, we still don't have the barrel.	N
543	00:35:23	00:35:24	This is true. But we've got Kendall's ammo.	Y
544	00:35:25	00:35:26	What about bullet batching?	N
545	00:35:26	00:35:27	Match the bunter marks?	N
546	00:35:30	00:35:31	manufacturer and caliber.	N
547	00:35:31	00:35:33	Etched in by an electrodischarge machine.	N
548	00:35:35	00:35:38	Every casing from a given batch of ammo has the same markings.	N
549	00:35:38	00:35:43	So if you compared the casings we collected at the crime scene with the casings from Brad Kendall's gun...	Y
550	00:35:43	00:35:46	On a microscopic level, we should find similar characteristics...	N
551	00:35:46	00:35:49	Which would link Brad's ammo to the crime even though we can't link his gun.	Y
552	00:35:49	00:35:50	Not as airtight as matching the barrel.	N
553	00:35:51	00:35:52	But still enough to build a case.	N
554	00:35:52	00:35:53	What about motive?	N
555	00:35:53	00:35:56	Well, Catherine's working on a hunch.	N
556	00:35:56	00:35:57	Me? The father?	Y
557	00:35:57	00:35:58	No way. I'm married.	Y
558	00:35:58	00:35:59	I don't fool around.	Y
559	00:36:00	00:36:03	Would you like us to explain the mechanics of sex in the workplace?	Y
560	00:36:03	00:36:04	You're the manager.	Y
561	00:36:04	00:36:05	Erin was the employee.	N
562	00:36:05	00:36:07	You had the power.	Y
563	00:36:07	00:36:08	Happens all the time.	N
564	00:36:08	00:36:09	You got it all wrong.	N
565	00:36:10	00:36:15	Maybe we do; we all make mistakes, but just to be sure why don't you give us a DNA sample and you'll be on your way.	Y
566	00:36:15	00:36:16	I don't believe this.	Y
567	00:36:16	00:36:17	Talk to anyone.	N
568	00:36:17	00:36:19	I'm not like that.	Y
569	00:36:19	00:36:21	I've got a court order.	Y
570	00:36:27	00:36:29	It was a one-time thing.	N
571	00:36:29	00:36:31	I didn't even know she was pregnant.	Y
572	00:36:33	00:36:36	I read him his rights.	Y
573	00:36:36	00:36:38	Last chance for a lawyer.	N
574	00:36:38	00:36:39	I didn't do anything.	Y
575	00:36:40	00:36:41	Why would I need a lawyer?	Y
576	00:36:41	00:36:44	Fire away.	N
577	00:36:46	00:36:48	Does your head itch?	Y
578	00:36:48	00:36:50	Do I have to answer that?	Y
579	00:36:52	00:36:55	I'm going to just, uh...	N
580	00:36:55	00:36:58	rearrange your part a little.	Y
581	00:37:07	00:37:08	Hmm.	N
582	00:37:09	00:37:18	According to Adam Walkey you were with him in his SUV the other night and your head lice... confirmed his statement.	Y
583	00:37:18	00:37:20	They also tell me that you were driving.	Y
584	00:37:20	00:37:22	Yeah, yeah, I was with him.	Y
585	00:37:22	00:37:25	And like he told you, we didn't know he hit the guy.	Y
586	00:37:25	00:37:27	How do you know what Adam told us?	Y
587	00:37:33	00:37:37	Now, why don't you just tell us what really happened.	Y
588	00:37:37	00:37:40	Well, it was around midnight...	N
589	00:37:40	00:37:43	and we were listening to the radio.	Y
590	00:37:43	00:37:44	I changed the station.	Y
591	00:37:44	00:37:45	Adam got pissed.	Y
592	00:37:45	00:37:47	Dude, what are you doing?	Y
593	00:37:47	00:37:48	That song is a classic.	N
594	00:37:48	00:37:50	It's not a classic. It's crap.	N
595	00:37:50	00:37:51	It's always been crap.	N
596	00:37:51	00:37:54	Now, this... this is tight.	N
597	00:37:55	00:37:57	Wh-what was that?	N
598	00:37:57	00:37:58	Probably a dog.	N
599	00:37:58	00:38:00	Let's get out of here.	N
600	00:38:00	00:38:01	We just kept driving.	Y
601	00:38:03	00:38:05	Yeah, it's the truth.	N
602	00:38:05	00:38:08	The evidence says otherwise.	N
603	00:38:09	00:38:12	What are you talking about?	N
604	00:38:12	00:38:14	Well, there weren't just lice in the SUV.	N
605	00:38:14	00:38:17	There were lice on the victim's sweater.	N
606	00:38:18	00:38:20	So, who cares about lice?	N
607	00:38:20	00:38:23	Do you know what lice eat?	Y
608	00:38:25	00:38:26	Blood.	N
609	00:38:26	00:38:33	I'm pretty sure I can prove that the lice on Brian Clemonds came from your head.	Y
610	00:38:37	00:38:39	We got out of the car.	Y
611	00:38:47	00:38:49	We got to call the paramedics.	Y
612	00:38:49	00:38:52	We tell anybody, we are in trouble.	Y
613	00:38:52	00:38:54	We can go to jail.	Y
614	00:38:55	00:38:57	But I didn't want to leave him like that.	Y
615	00:38:57	00:38:59	Adam talked me into it.	Y
616	00:38:59	00:39:02	He had a scholarship to Duke next year, you know.	Y
617	00:39:02	00:39:03	He couldn't risk it.	Y
618	00:39:05	00:39:07	Let me tell you what I think happened.	Y
619	00:39:07	00:39:13	You and Adam saw Brian walking out of a liquor store carrying a six-pack.	Y
620	00:39:13	00:39:14	You're underage.	Y
621	00:39:14	00:39:16	Maybe you wanted him to front you some beer.	Y
622	00:39:16	00:39:18	Hey, man, can you do us a favor?	Y
623	00:39:18	00:39:20	Brian doesn't respond.	N
624	00:39:22	00:39:23	What's his problem?	N
625	00:39:23	00:39:24	Let's find out.	N
626	00:39:27	00:39:28	Then you got out of the car.	Y
627	00:39:29	00:39:31	Hey, moron, we just want you to buy us some beer.	Y
628	00:39:31	00:39:32	How about we just grab yours, huh?	Y
629	00:39:32	00:39:34	What do you want? What do you say?	N
630	00:39:34	00:39:35	You going to give it up?	Y
631	00:39:35	00:39:37	Brian still doesn't say anything.	N
632	00:39:37	00:39:38	So you keep pushing.	N
633	00:39:38	00:39:39	Go away!	N
634	00:39:43	00:39:44	Give...	N
635	00:39:46	00:39:47	Bring him down!	N
636	00:39:52	00:39:56	The blood on the victim's knuckles led us to Adam.	Y
637	00:39:56	00:40:00	The average male loses 80 hairs a day.	N
638	00:40:00	00:40:05	Stray hair left behind lice, which brings us to you.	Y
639	00:40:10	00:40:16	It would have ended there, but as you were about to drive away something caught your attention.	Y
640	00:40:16	00:40:19	Something in the rearview mirror.	N
641	00:40:23	00:40:24	Please don't hit me!	N
642	00:40:24	00:40:26	Please don't!	N
643	00:40:35	00:40:36	You backed the car up.	Y
644	00:40:40	00:40:42	And you took off.	Y
645	00:40:42	00:40:44	I want a lawyer.	Y
646	00:40:44	00:40:47	Let me tell you something, son.	Y
647	00:40:47	00:40:48	Gil, the interrogation is over.	N
648	00:40:48	00:40:50	He's requested counsel.	Y
649	00:40:52	00:40:54	Fine.	N
650	00:40:54	00:40:56	No more questions.	N
651	00:40:56	00:40:57	Just this.	N
652	00:40:57	00:41:01	You want to know why Brian Clemonds ran away from you?	Y
653	00:41:03	00:41:09	It was dark; you were shouting at him; and he didn't understand what you were saying.	Y
654	00:41:09	00:41:12	Brian Clemonds was deaf.	N
655	00:41:15	00:41:18	He was afraid of you.	Y
656	00:41:21	00:41:24	But you were more afraid of him... weren't you?	Y
657	00:41:43	00:41:45	What am I looking at?	Y
658	00:41:45	00:41:47	Microscopic surface analysis.	N
659	00:41:49	00:41:51	This ought to make things more clear.	N
660	00:41:55	00:41:57	A bunter tool leaves a unique mark.	N
661	00:42:01	00:42:03	Casings from your gun are on the right.	Y
662	00:42:03	00:42:07	Casings collected from the crime scene are on the left.	N
663	00:42:07	00:42:09	They're identical.	N
664	00:42:09	00:42:11	You came here that night...	Y
665	00:42:11	00:42:13	to kill Erin.	N
666	00:42:13	00:42:15	You came in through the back.	Y
667	00:42:15	00:42:16	Erin was in the office.	N
668	00:42:16	00:42:18	We got to talk. I'm tired of talking to you.	Y
669	00:42:18	00:42:20	Listen to me! I'm tired of listening to you.	Y
670	00:42:20	00:42:21	I will take care of this.	Y
671	00:42:21	00:42:22	All you take care of is yourself.	Y
672	00:42:22	00:42:24	Erin, think. Use your head for once.	N
673	00:42:24	00:42:26	I'm not going to let you ruin my life!	Y
674	00:42:26	00:42:27	I already have thought about it.	N
675	00:42:27	00:42:30	I'm going to have this baby and you are going to support it.	Y
676	00:42:30	00:42:33	I'll let you know if it's a boy or a girl.	Y
677	00:42:36	00:42:37	But Alice saw.	N
678	00:42:37	00:42:38	You shot her.	Y
679	00:42:39	00:42:46	You thought that Alice had locked up but there was a kid drinking coffee and then things got out of hand.	Y
680	00:42:56	00:42:59	And you just kept on shooting.	N
681	00:43:03	00:43:15	Brad Kendall, you're under arrest for the murders of Frankie Flynn Al Robson, Roy Hinton, Alice Neely and Erin McCarty.	Y
682	00:43:15	00:43:18	Six weeks pregnant with your child.	Y
683	00:43:22	00:43:25	I didn't mean for it to happen like that.	Y
684	00:43:25	00:43:27	I just wanted to talk.	Y
685	00:43:27	00:43:29	Is that why you brought your gun?	Y
686	00:43:35	00:43:37	Some people are just afraid.	N
687	00:43:37	00:43:40	And that's why they killed Brian.	Y
688	00:43:40	00:43:42	Because he was different.	N
689	00:43:43	00:43:45	You don't see us as different.	N
690	00:43:46	00:43:47	You're not.	N
691	00:43:47	00:43:49	Who taught you to sign?	N
692	00:43:51	00:43:52	My mother.	N
693	00:43:53	00:43:54	Tell me about her.	N
694	00:43:54	00:43:55	And use your hands.	N
695	00:43:55	00:43:57	You're a little rusty.	N
