	Unnamed: 0.1	Unnamed: 0	start	end	text	label
417	417	417	00:29:39	00:29:41	What do you care?	N
418	418	418	00:29:41	00:29:44	You going to arrest me for blurring the lines?	N
419	419	419	00:29:44	00:29:45	No.	N
420	420	420	00:29:45	00:29:47	We were leaning towards murder.	N
421	421	421	00:29:52	00:29:55	You guys are completely overreacting.	N
422	422	422	00:29:55	00:29:57	It's just a hobby.	N
423	423	423	00:29:57	00:29:59	See?	N
424	424	424	00:29:59	00:30:01	Fuzzies. They're food.	N
425	425	425	00:30:01	00:30:04	You know it's illegal in the State of Nevada to have venomous snakes?	N
426	426	426	00:30:05	00:30:07	If you handle them correctly, snakes are harmless.	N
427	427	427	00:30:07	00:30:08	I know what I'm doing.	N
428	428	428	00:30:08	00:30:10	Yeah, that's what we're afraid of.	N
429	429	429	00:30:10	00:30:13	I didn't even know she was dead.	N
430	430	430	00:30:13	00:30:15	Thought she'd just left me again.	N
431	431	431	00:30:15	00:30:18	Well, it's a good thing you didn't tell the kids mom was back.	N
432	432	432	00:30:18	00:30:21	My client agreed to talk to you, not be harassed by you.	N
433	433	433	00:30:21	00:30:22	You're right.	N
434	434	434	00:30:22	00:30:24	Well, you were excited to see her.	N
435	435	435	00:30:24	00:30:25	Why wouldn't the kids be?	N
436	436	436	00:30:25	00:30:26	I'm an adult.	N
437	437	437	00:30:26	00:30:30	That's right, you're an adult-- knowledgeable, experienced...	N
438	438	438	00:30:33	00:30:36	Administration of Estates of Missing Persons.	N
439	439	439	00:30:36	00:30:37	It's a matter of public record.	N
440	440	440	00:30:38	00:30:40	We've been filling out those forms for five years.	N
441	441	441	00:30:40	00:30:41	You're jumping the gun.	N
442	442	442	00:30:41	00:30:43	It's four years, 11 months, one week.	N
443	443	443	00:30:43	00:30:45	So what?	N
444	444	444	00:30:45	00:30:48	Well, in three weeks, Mrs. Easton's estate can be distributed to her husband.	N
445	445	445	00:30:48	00:30:51	You had a half a million dollar life insurance policy on your wife.	N
446	446	446	00:30:51	00:30:52	And she had one on me.	N
447	447	447	00:30:52	00:30:53	We did that for the kids.	N
448	448	448	00:30:54	00:30:57	But you're not dead, and she wasn't either, two days ago.	N
449	449	449	00:30:57	00:31:01	You know, for an unemployed guy you're doing a lot of spending.	N
450	450	450	00:31:01	00:31:05	I mean, Tiffany's, La Perla International Watch Company...	N
451	451	451	00:31:05	00:31:07	Expecting a windfall?	N
452	452	452	00:31:07	00:31:08	Don't answer that.	N
453	453	453	00:31:09	00:31:11	You're fishing.	N
454	454	454	00:31:11	00:31:12	No, I do that with a pole.	N
455	455	455	00:31:12	00:31:14	No, I'm just thinking out loud.	N
456	456	456	00:31:14	00:31:15	Your wife disappears.	N
457	457	457	00:31:15	00:31:19	Five years after the fact, you get the money.	N
458	458	458	00:31:19	00:31:21	You've earned it, it's yours, but she screwed you up.	N
459	459	459	00:31:21	00:31:23	She showed up.	N
460	460	460	00:31:25	00:31:28	I did not kill my wife.	N
461	461	461	00:31:28	00:31:29	What happened, Daniel?	N
462	462	462	00:31:30	00:31:33	The sex wasn't as good as you remembered it, or the money was better?	N
463	463	463	00:31:34	00:31:35	What happened?	N
464	464	464	00:31:39	00:31:43	Scales found on your suspect's jacket are keeled.	N
465	465	465	00:31:43	00:31:46	Diamondback Rattlesnake.	N
466	466	466	00:31:46	00:31:49	His others, smooth scales.	N
467	467	467	00:31:49	00:31:54	A snake fang is basically a hypodermic needle.	N
468	468	468	00:31:54	00:31:56	Oral glands hold in the venom...	N
469	469	469	00:31:57	00:31:58	like the barrel.	N
470	470	470	00:31:58	00:32:05	When aggravated, the jaw muscles push on the toxin, like a plunger.	N
471	471	471	00:32:05	00:32:08	Only, our victim didn't have any puncture wounds.	N
472	472	472	00:32:11	00:32:20	Well, your guy's probably pretty comfortable with his collection-- otherwise, he'd be dead-- which means, he could've milked this one.	N
473	473	473	00:32:20	00:32:22	And brought the venom with him to the dealership.	N
474	474	474	00:32:23	00:32:26	Well, the trace lab found venom proteins in his coffee cup.	N
475	475	475	00:32:26	00:32:28	Could that have killed him?	N
476	476	476	00:32:28	00:32:34	Well, I know a lot of hot shots who drink the stuff-- manly, daredevil B.S.-- and they're still alive.	N
477	477	477	00:32:34	00:32:41	Because typically, the stomach acids would kill the venom before it reached the bloodstream, but if you had an ulcer...	N
478	478	478	00:32:41	00:32:44	Hmm, then you're seriously screwed.	N
479	479	479	00:32:44	00:32:47	Was there an abnormal tissue death? Necrosis?	N
480	480	480	00:32:48	00:32:49	No.	N
481	481	481	00:32:49	00:32:50	That rules out his Diamondback Rattlesnake.	N
482	482	482	00:32:51	00:32:53	Rattler venom's hemotoxic.	N
483	483	483	00:32:53	00:32:57	It means it predigests the tissue before swallowing.	N
484	484	484	00:32:58	00:33:02	Well, the ELISA test came back positive for alpha-neurotoxins.	N
485	485	485	00:33:02	00:33:06	Well, your guy likes them mean.	N
486	486	486	00:33:06	00:33:09	These other two could've done the job, both neurotoxic.	N
487	487	487	00:33:09	00:33:12	Which would send the body into complete and total paralysis, right?	N
488	488	488	00:33:12	00:33:17	Explaining why the victim ended up in the morgue the first time.	N
489	489	489	00:33:17	00:33:21	Okay, blood from the bedroom chair and the kitchen belong to Mom.	N
490	490	490	00:33:21	00:33:22	That's what I figured.	N
491	491	491	00:33:22	00:33:27	Hair from the freezer-- nicely preserved, by the way-- and hairs from the bedroom pillow, also the victim's.	N
492	492	492	00:33:27	00:33:33	Okay, this is all great, but, uh, why the 9-1-1 page?	N
493	493	493	00:33:33	00:33:36	The moral of my story-- share and share alleles.	N
494	494	494	00:33:36	00:33:40	Pubic hairs in the bed, not Mom's.	N
495	495	495	00:33:41	00:33:45	The daughter.	N
496	496	496	00:33:45	00:33:48	Dad did have a new girlfriend.	N
497	497	497	00:33:51	00:33:53	The bracelet was a gift.	N
498	498	498	00:33:53	00:33:56	From your father.	N
499	499	499	00:33:56	00:34:01	Diamonds and platinum, that's, uh, pretty fancy.	N
500	500	500	00:34:01	00:34:03	Guess he thought I deserved it.	N
501	501	501	00:34:03	00:34:06	Why?	N
502	502	502	00:34:06	00:34:09	For taking care of everything.	N
503	503	503	00:34:11	00:34:12	Everything?	N
504	504	504	00:34:12	00:34:19	Laundry, groceries, carpool for Charlie...	N
505	505	505	00:34:19	00:34:21	Is that it?	N
506	506	506	00:34:27	00:34:28	Nora...	N
507	507	507	00:34:29	00:34:35	I'd really like to help you and your brother, but I can't unless you talk to me.	N
508	508	508	00:34:41	00:34:45	We found evidence of you in your father's bed.	N
509	509	509	00:34:51	00:34:53	My father loves me.	N
510	510	510	00:35:01	00:35:04	Oh, my God.	N
511	511	511	00:35:07	00:35:09	Are you lactating?	N
512	512	512	00:35:12	00:35:14	You're pregnant.	N
513	513	513	00:35:23	00:35:26	You sick son of a bitch.	N
514	514	514	00:35:26	00:35:29	Did you think we weren't going to find out she was pregnant?	N
515	515	515	00:35:29	00:35:31	Who?	N
516	516	516	00:35:31	00:35:32	Oh, stop it. Your daughter.	N
517	517	517	00:35:32	00:35:34	Nora is pregnant?	N
518	518	518	00:35:34	00:35:36	Cut the clueless routine.	N
519	519	519	00:35:36	00:35:37	What are you accusing me of?	N
520	520	520	00:35:40	00:35:41	Daniel!	N
521	521	521	00:35:43	00:35:46	Your wife came back and saw what you were doing.	N
522	522	522	00:35:46	00:35:51	So, you killed her, and you tried to buy off your daughter with a diamond bracelet.	N
523	523	523	00:35:51	00:35:53	I bought that for my wife.	N
524	524	524	00:35:53	00:35:55	Your daughter's telling a different story.	N
525	525	525	00:35:55	00:35:57	Nora? How could she even know about...	N
526	526	526	00:35:57	00:35:59	I'm going to nail you for murder.	N
527	527	527	00:36:03	00:36:05	What do you mean, None?	N
528	528	528	00:36:05	00:36:09	Well, venom's like perfume-- highly specific recipe.	N
529	529	529	00:36:09	00:36:12	Protein ratios vary from species to species, even snake to snake.	N
530	530	530	00:36:12	00:36:17	The protein level of your three hoses doesn't match the sample taken from the vic's coffee cup.	N
531	531	531	00:36:17	00:36:19	So, Marty was telling the truth?	N
532	532	532	00:36:19	00:36:23	It was just a coincidence that he owns poisonous snakes, and his co-worker was envenomated.	N
533	533	533	00:36:23	00:36:26	A coincidence is a scientific anomaly.	N
534	534	534	00:36:27	00:36:29	Maybe he just got rid of the snake.	N
535	535	535	00:36:36	00:36:38	Girl called all hysterical.	N
536	536	536	00:36:38	00:36:40	Said a snake ate her dog.	N
537	537	537	00:36:40	00:36:42	It's a monacled cobra-- it's not indigenous.	N
538	538	538	00:36:42	00:36:43	Comes from southeast Asia.	N
539	539	539	00:36:44	00:36:45	I asked her where she got it from.	N
540	540	540	00:36:45	00:36:48	She said her co-worker asked her to snake-sit.	N
541	541	541	00:36:48	00:36:50	Marty Gibson.	N
542	542	542	00:36:50	00:36:52	Mm-hmm.	N
543	543	543	00:36:55	00:36:58	You're that guy from the crime lab.	N
544	544	544	00:36:59	00:37:00	Well, you're a little late.	N
545	545	545	00:37:00	00:37:10	Bastard told me he had a sure-fire way to win the Cabo trip, and that he'd take me with him if I just watched his snake for a couple of days.	N
546	546	546	00:37:10	00:37:14	I can't believe what an idiot I am.	N
547	547	547	00:37:14	00:37:17	Never trust a car salesman.	N
548	548	548	00:37:17	00:37:19	What else did you do for Marty?	N
549	549	549	00:37:23	00:37:25	Well, not that.	N
550	550	550	00:37:25	00:37:27	Did you get him coffee?	N
551	551	551	00:37:27	00:37:30	Oh, well, now I do.	N
552	552	552	00:37:30	00:37:31	Now you do?	N
553	553	553	00:37:31	00:37:40	Yeah. It used to be Marty, the goodwill guy who got coffee for everybody else, but now, since Fred's dead, he's moved up a desk.	N
554	554	554	00:37:40	00:37:41	The goodwill guy?	N
555	555	555	00:37:41	00:37:42	Yeah.	N
556	556	556	00:37:42	00:37:47	The guy with no client list of his own, has to live off the hand-me-downs of the others.	N
557	557	557	00:37:47	00:37:50	Hey, Marty, uh, sure could use another refill.	N
558	558	558	00:37:50	00:37:51	You want anything?	N
559	559	559	00:37:51	00:37:52	Easy on the sugar.	N
560	560	560	00:37:52	00:37:53	Coming right up.	N
561	561	561	00:37:55	00:37:58	Well, sometimes access is all you need.	N
562	562	562	00:38:07	00:38:09	Nanci.	N
563	563	563	00:38:09	00:38:11	Do you know what a syllogism is, Mr. Gibson?	N
564	564	564	00:38:11	00:38:13	Sylla-what?	N
565	565	565	00:38:13	00:38:14	A syllogism.	N
566	566	566	00:38:14	00:38:15	Aristotelian logic.	N
567	567	567	00:38:15	00:38:17	Two premises equal one conclusion.	N
568	568	568	00:38:17	00:38:18	A plus B equals C.	N
569	569	569	00:38:18	00:38:19	Right.	N
570	570	570	00:38:19	00:38:20	So, you're the snake guy.	N
571	571	571	00:38:20	00:38:22	You're also the goodwill guy who gets the coffee.	N
572	572	572	00:38:22	00:38:26	So, when someone is poisoned with snake venom in their coffee, A plus B equals you.	N
573	573	573	00:38:26	00:38:30	I busted my ass out on this floor to get a desk up there, and for what?	N
574	574	574	00:38:30	00:38:31	So Fred can make me his bitch?	N
575	575	575	00:38:31	00:38:32	So you kill him?	N
576	576	576	00:38:32	00:38:33	Fred killed himself.	N
577	577	577	00:38:33	00:38:34	Guy was like a goldfish.	N
578	578	578	00:38:34	00:38:37	He would have eaten himself to death before he tossed me a client.	N
579	579	579	00:38:37	00:38:39	And one good client breeds seven more.	N
580	580	580	00:38:39	00:38:41	Without the one, I keep slipping.	N
581	581	581	00:38:41	00:38:43	There's two directions in this business-- up and out.	N
582	582	582	00:38:43	00:38:44	It's a numbers game.	N
583	583	583	00:38:44	00:38:46	I'm 35 years old.	N
584	584	584	00:38:46	00:38:47	I got six guys ready to move me out.	N
585	585	585	00:38:47	00:38:49	Opportunity knocks, you open the door.	N
586	586	586	00:38:49	00:38:51	I guess it's just too bad he had an ulcer.	N
587	587	587	00:38:54	00:38:55	Who doesn't?	N
588	588	588	00:38:59	00:39:03	Okay, if I can just have you lay back.	N
589	589	589	00:39:03	00:39:06	All right, Nora, I'm going to need you to relax.	N
590	590	590	00:39:09	00:39:12	Okay, now take a deep breath.	N
591	591	591	00:39:14	00:39:16	Good.	N
592	592	592	00:39:16	00:39:20	All right, another deep breath.	N
593	593	593	00:39:28	00:39:29	She's a virgin?	N
594	594	594	00:39:29	00:39:32	What are we talking about, an immaculate conception?	N
595	595	595	00:39:32	00:39:35	More like the immaculate perception.	N
596	596	596	00:39:35	00:39:38	Pseudocyesis-- imagined pregnancy.	N
597	597	597	00:39:38	00:39:41	It's all in her head?	N
598	598	598	00:39:41	00:39:47	Well, that would explain what she was doing in Dad's bed.	N
599	599	599	00:39:47	00:39:49	Fantasizing.	N
600	600	600	00:39:49	00:39:51	Wow.	N
601	601	601	00:39:51	00:39:59	When the desire to become pregnant is so strong hormone levels can change, setting off all the biological signs of pregnancy.	N
602	602	602	00:39:59	00:40:00	It kind of makes sense.	N
603	603	603	00:40:00	00:40:03	Hormones travel the same channels as adrenaline.	N
604	604	604	00:40:03	00:40:10	Swollen abdomen, lack of menstruation, and sometimes bilateral galactorrhea.	N
605	605	605	00:40:10	00:40:13	Milk production in both breasts.	N
606	606	606	00:40:13	00:40:16	Leaking can be brought on by stress.	N
607	607	607	00:40:17	00:40:26	Emotional or physical stimuli cause prolactin to shoot through the endocrine system, ending in the mammary glands, and triggering the cells to lactate.	N
608	608	608	00:40:26	00:40:28	The father was clueless.	N
609	609	609	00:40:28	00:40:30	About all the women in his life.	N
610	610	610	00:40:30	00:40:32	Hey, hey.	N
611	611	611	00:40:32	00:40:34	Check out these photos.	N
612	612	612	00:40:34	00:40:41	The two stains on the inside of the shirt we found at the dump tested positive for Nora, but the stains on the outside, bloodstains, are definitely Mom's.	N
613	613	613	00:40:41	00:40:43	The bracelet was Mom's.	N
614	614	614	00:40:43	00:40:45	Greg checked the epithelials.	N
615	615	615	00:40:45	00:40:49	Nora's in love with her father, in an Electra kind of way.	N
616	616	616	00:40:52	00:40:54	Nora, is this your shirt?	N
617	617	617	00:40:54	00:40:56	Yes.	N
618	618	618	00:40:58	00:41:01	Can you explain to me how your mother's blood ended up on it?	N
619	619	619	00:41:05	00:41:07	No idea how it got there?	N
620	620	620	00:41:09	00:41:11	No.	N
621	621	621	00:41:14	00:41:18	Well, you told me that this bracelet was a gift from your father.	N
622	622	622	00:41:18	00:41:21	He claims that he bought it for your mother.	N
623	623	623	00:41:21	00:41:22	Oh, no.	N
624	624	624	00:41:22	00:41:25	It's mine.	N
625	625	625	00:41:25	00:41:28	I think you feel the same way about your father.	N
626	626	626	00:41:57	00:41:59	Guess who's back?	N
627	627	627	00:42:12	00:42:17	And then you put your mother in the freezer and you waited until trash day.	N
628	628	628	00:42:20	00:42:22	That's a horrible story.	N
629	629	629	00:42:23	00:42:24	It's not a story.	N
630	630	630	00:42:24	00:42:27	It's what the evidence tells us really happened.	N
631	631	631	00:42:27	00:42:31	What kind of a mother would do that?	N
632	632	632	00:42:31	00:42:33	I'm helpful.	N
633	633	633	00:42:33	00:42:35	I do what needs to be done.	N
634	634	634	00:42:35	00:42:37	I know. You take care of things.	N
635	635	635	00:42:37	00:42:40	I never ask for anything!	N
636	636	636	00:42:40	00:42:43	And all you wanted was the one thing that you couldn't have.	N
637	637	637	00:42:43	00:42:45	It's not my fault.	N
638	638	638	00:42:45	00:42:46	I'm innocent.	N
639	639	639	00:42:48	00:42:50	You were innocent, Nora.	N
640	640	640	00:42:50	00:42:52	You're not anymore.	N
641	641	641	00:42:57	00:42:58	What are you doing?	N
642	642	642	00:42:59	00:43:02	You're under arrest for the murder of Kelly Easton.	N
643	643	643	00:43:02	00:43:04	No, but I'm going to have a baby!	N
644	644	644	00:43:07	00:43:09	Well, she's going to retain an attorney.	N
645	645	645	00:43:10	00:43:12	He's going to advise her to plead insanity.	N
646	646	646	00:43:12	00:43:14	Good defense.	N
647	647	647	00:43:15	00:43:17	Yeah.	N
648	648	648	00:43:18	00:43:20	Have you ever seen anything like this before?	N
649	649	649	00:43:21	00:43:24	How it manifested? No.	N
650	650	650	00:43:24	00:43:28	But the cause?	N
651	651	651	00:43:28	00:43:31	People throw things away every day.	N
