	Unnamed: 0	start	end	text	label
433	433	00:25:44	00:25:45	What?	N
434	434	00:25:45	00:25:46	You want the day spot for yourself?	N
435	435	00:25:46	00:25:50	You're worried about giving me a good A.P. score and breaking up the team?	N
436	436	00:25:50	00:25:53	Or maybe you just think that I'm incapable of the position?	N
437	437	00:25:53	00:25:54	Not worthy of the promotion?	N
438	438	00:25:54	00:25:55	Is that it?	N
439	439	00:25:55	00:26:00	I'm just always, always, always defending myself to you.	N
440	440	00:26:00	00:26:01	Unbelievable.	N
441	441	00:26:01	00:26:08	I have a daughter who is so starved for my attention, she is thumbing rides to Fremont street to see her grandfather.	N
442	442	00:26:08	00:26:10	The last person I want her around.	N
443	443	00:26:10	00:26:15	I mean, not that it's much better with my mother, who sees Lindsay much more often than I do.	N
444	444	00:26:15	00:26:18	I am missing out on my daughter's life.	N
445	445	00:26:18	00:26:20	I have no life of my own.	N
446	446	00:26:20	00:26:24	Would you just stop me and say something here?	N
447	447	00:26:27	00:26:30	You want the job because you're worried about Lindsay?	N
448	448	00:26:32	00:26:35	That's part of it, but...	N
449	449	00:26:35	00:26:37	The position calls for leadership, Catherine.	N
450	450	00:26:37	00:26:44	You have to inspire others, solve problems, which means you have to leave your own problems at home.	N
451	451	00:26:44	00:26:47	I want the job because I can do it.	N
452	452	00:26:47	00:26:50	I'm qualified, I'm motivated and I'm ready, Gil.	N
453	453	00:26:51	00:26:52	You know that I am.	N
454	454	00:26:52	00:26:54	I do.	N
455	455	00:26:54	00:26:56	Which is why I already sent in your A.P.	N
456	456	00:26:57	00:26:57	I gave you 100%.	N
457	457	00:26:58	00:27:00	I even put in a good word with the director.	N
458	458	00:27:00	00:27:02	The rest is up to you.	N
459	459	00:27:03	00:27:05	And...	N
460	460	00:27:05	00:27:07	I hope you get it.	N
461	461	00:27:14	00:27:15	Thank you.	N
462	462	00:27:53	00:27:58	I couldn't get anything from the items in the dishwasher, including the skewers. No results.	N
463	463	00:27:58	00:28:00	However, the condoms produced.	N
464	464	00:28:00	00:28:01	I extracted DNA from the semen.	N
465	465	00:28:01	00:28:04	Results indicate ten males.	N
466	466	00:28:04	00:28:10	The lubricant, which seemed to be popular, was good at retaining both epithelials and vaginal secretions.	N
467	467	00:28:10	00:28:12	11 females, no CODIS hits.	N
468	468	00:28:12	00:28:14	Is our victim represented?	N
469	469	00:28:14	00:28:15	Yes. F-7.	N
470	470	00:28:15	00:28:19	We can match her with the semen from four different males.	N
471	471	00:28:20	00:28:22	M-4, M-5, M-1, M-8.	N
472	472	00:28:24	00:28:27	She was the belle of the ball.	N
473	473	00:28:27	00:28:31	My husband and I have a very strong marriage.	N
474	474	00:28:31	00:28:35	But yes, we enjoy the lifestyle.	N
475	475	00:28:35	00:28:36	The lifestyle?	N
476	476	00:28:37	00:28:38	We play.	N
477	477	00:28:39	00:28:41	Swing.	N
478	478	00:28:42	00:28:44	Wife swapping.	Y
479	479	00:28:44	00:28:48	Paul and I had a rough patch a few years ago.	Y
480	480	00:28:48	00:28:50	We almost called it quits.	N
481	481	00:28:50	00:28:53	Swinging saved our marriage.	N
482	482	00:28:53	00:29:00	It was being with other people that made me realize just how much I love my husband.	N
483	483	00:29:01	00:29:05	Erin is the greatest wife in the world.	N
484	484	00:29:05	00:29:07	But you still had sex with Vanessa Keaton?	N
485	485	00:29:07	00:29:09	Yeah. Yeah.	N
486	486	00:29:10	00:29:12	It's fun.	N
487	487	00:29:17	00:29:20	How do you feel about Vanessa Keaton?	N
488	488	00:29:20	00:29:22	Very attractive woman.	N
489	489	00:29:22	00:29:26	She was the reason we invited the Keatons to the parties.	N
490	490	00:29:26	00:29:27	She was into it.	N
491	491	00:29:27	00:29:29	Dan really wasn't.	N
492	492	00:29:29	00:29:32	How did your wife feel about you and Vanessa Keaton?	N
493	493	00:29:32	00:29:35	Well, it's not like we were having an affair.	N
494	494	00:29:35	00:29:37	That'd be breaking the rules.	N
495	495	00:29:37	00:29:38	The rules?	N
496	496	00:29:38	00:29:39	No, means no.	N
497	497	00:29:39	00:29:43	Arrive as a couple, leave as a couple.	N
498	498	00:29:43	00:29:45	Drugs, never.	N
499	499	00:29:45	00:29:47	Condoms, condoms always.	N
500	500	00:29:47	00:29:48	No affairs.	N
501	501	00:29:48	00:29:52	Sex with someone other than your spouse is only allowed at the parties.	N
502	502	00:29:52	00:29:57	No photos, no video.	N
503	503	00:29:58	00:29:59	And the kids must never know.	N
504	504	00:29:59	00:30:00	I came home one night.	N
505	505	00:30:00	00:30:04	I parked the car in the driveway and went to the fridge to grab a beer.	N
506	506	00:30:04	00:30:06	It was the wrong beer.	N
507	507	00:30:06	00:30:08	I was in the wrong house.	N
508	508	00:30:08	00:30:12	Anyway, it just got all the neighbors talking.	N
509	509	00:30:13	00:30:15	Variety is a good thing.	N
510	510	00:30:15	00:30:23	And if you get the right group of people together, a couple of drinks, you'd be surprised what can happen.	N
511	511	00:30:24	00:30:29	Everybody fantasizes about other people.	N
512	512	00:30:31	00:30:34	Even you, Mr. Grissom.	N
513	513	00:30:34	00:30:37	A neighbor, a friend...	Y
514	514	00:30:40	00:30:42	girl at the office.	Y
515	515	00:30:50	00:30:53	Thank you.	Y
516	516	00:30:53	00:30:57	I know I'm supposed to be objective...	Y
517	517	00:30:57	00:31:00	but I think I have a problem with the lifestyle.	Y
518	518	00:31:00	00:31:05	Well, they're consenting adults, it's not illegal.	Y
519	519	00:31:05	00:31:10	At most, they only hurt themselves.	Y
520	520	00:31:10	00:31:12	Tell that to Vanessa Keaton.	Y
521	521	00:31:12	00:31:14	Everyone has a jealousy gene.	N
522	522	00:31:14	00:31:18	You think it was a crime of passion?	Y
523	523	00:31:18	00:31:19	Yeah.	N
524	524	00:31:19	00:31:23	When you have to go outside a marriage for passion, you're in trouble.	Y
525	525	00:31:23	00:31:25	Or your asking for trouble.	N
526	526	00:31:25	00:31:28	Well, they say they're happily married.	Y
527	527	00:31:29	00:31:31	You think they're happy?	Y
528	528	00:31:37	00:31:40	Grissom.	Y
529	529	00:31:41	00:31:43	Very good, thanks.	Y
530	530	00:31:43	00:31:48	Hodges matched the water in Vanessa Keaton's lungs.	Y
531	531	00:31:48	00:31:50	He knows where she drowned.	N
532	532	00:31:58	00:32:02	So Mr. and Mrs. Cunningham, was Vanessa Keaton here the night she died?	N
533	533	00:32:02	00:32:03	No.	N
534	534	00:32:03	00:32:07	Well, we matched the water in her lungs to your spa.	N
535	535	00:32:08	00:32:11	And I see what appears to be a blood smear on the stone.	N
536	536	00:32:11	00:32:14	Well, sometimes we forget to lock the gate.	Y
537	537	00:32:14	00:32:15	So your neighbors come in and use the spa?	N
538	538	00:32:15	00:32:16	It's possible.	N
539	539	00:32:16	00:32:19	Yeah, I guess so, I mean, you share everything else.	N
540	540	00:32:19	00:32:21	Why not?	N
541	541	00:32:21	00:32:23	So what time did you leave the party?	N
542	542	00:32:23	00:32:25	30.	N
543	543	00:32:25	00:32:26	But we didn't come right home.	Y
544	544	00:32:26	00:32:27	Where'd you go?	Y
545	545	00:32:27	00:32:29	We went to the Bellagio.	N
546	546	00:32:29	00:32:32	A nice, romantic night out, just the two of us.	N
547	547	00:32:32	00:32:36	Sometimes being with others gives you the urge to be alone.	Y
548	548	00:32:36	00:32:38	I see.	Y
549	549	00:32:38	00:32:43	Well, we're going to compel a DNA sample, so we'll know if you were intimate with Vanessa Keaton.	N
550	550	00:32:43	00:32:47	I admit I had sex with her and...	N
551	551	00:32:47	00:32:50	Karen Brady, and Mallory Stone.	N
552	552	00:32:50	00:32:52	Three strikes you're out.	N
553	553	00:32:57	00:32:59	Heard your suspect's looking pretty good.	N
554	554	00:32:59	00:33:01	You heard right.	N
555	555	00:33:01	00:33:03	Charlie confessed to killing the landlord.	N
556	556	00:33:03	00:33:06	And the blood on his watch is a match to Visingi's DNA.	N
557	557	00:33:06	00:33:07	What about her?	N
558	558	00:33:07	00:33:09	Swears he has nothing to do with it.	N
559	559	00:33:09	00:33:11	You got a C.O.D.?	N
560	560	00:33:11	00:33:13	Blunt-force trauma to the occipital region.	N
561	561	00:33:13	00:33:15	No trace in the wound track.	N
562	562	00:33:15	00:33:18	Do you have any idea what hit her? Yeah.	Y
563	563	00:33:18	00:33:20	The impact's deep.	Y
564	564	00:33:20	00:33:21	Weapon was probably heavy.	Y
565	565	00:33:24	00:33:27	Radius of curvature, roughly three centimeters.	Y
566	566	00:33:27	00:33:29	Could be a pipe.	N
567	567	00:33:29	00:33:32	Could be anything.	N
568	568	00:33:32	00:33:37	Mrs. Cunningham, you told us that you spent last night at the Bellagio with your husband.	N
569	569	00:33:37	00:33:39	That's correct.	N
570	570	00:33:39	00:33:42	Are you sure about that?	N
571	571	00:33:42	00:33:43	D-Do I need a lawyer?	N
572	572	00:33:43	00:33:51	I mean, that's your call, that's your right, but let me point out that if you're covering for your husband, that's conspiracy after the fact.	N
573	573	00:33:51	00:33:54	Now, are you prepared to go to jail over this?	N
574	574	00:33:54	00:33:57	Look, I-I answered your question.	N
575	575	00:33:57	00:34:02	Okay, what if I told you the hotel maid told us that you weren't with Tom, what would you say?	N
576	576	00:34:02	00:34:04	I'd say she was lying.	N
577	577	00:34:05	00:34:11	You know, I'm trying to help you out here, and I want to help you out, okay?	N
578	578	00:34:11	00:34:13	But you got to cut the crap.	N
579	579	00:34:13	00:34:15	Okay?	N
580	580	00:34:15	00:34:17	Come on, tell me what happened.	N
581	581	00:34:18	00:34:21	I mean, security confirmed that you were with a female.	N
582	582	00:34:21	00:34:27	Late 20s, blonde, I mean, she even paid for breakfast with her credit card.	N
583	583	00:34:27	00:34:32	So... I'll tell you what, why don't we start over, okay?	N
584	584	00:34:32	00:34:34	And you tell me what happened.	N
585	585	00:34:38	00:34:43	Look, Tom asked me to think about our son.	N
586	586	00:34:43	00:34:46	He begged me to say we were together.	N
587	587	00:34:49	00:34:51	I swear, I don't know...	N
588	588	00:34:51	00:34:53	anything that went on between him and Vanessa.	Y
589	589	00:34:53	00:34:56	I don't know.	Y
590	590	00:35:48	00:35:50	Found some porn.	N
591	591	00:35:57	00:35:59	Well, nothing new about this stuff.	Y
592	592	00:35:59	00:36:01	The frescos at Pompeii were more explicit.	Y
593	593	00:36:01	00:36:04	The Kama Sutra and Decameron.	Y
594	594	00:36:04	00:36:08	Yeah, but that's art; this... is not art.	Y
595	595	00:36:09	00:36:11	Hmm.	Y
596	596	00:36:14	00:36:15	Here we go.	N
597	597	00:36:15	00:36:18	Webcam photo.	Y
598	598	00:36:18	00:36:22	And she's wearing La Perla.	Y
599	599	00:36:22	00:36:24	Vanessa Keaton.	Y
600	600	00:36:24	00:36:31	The first victim was killed with a weapon of opportunity, the table saw.	Y
601	601	00:36:31	00:36:34	The second victim gets a crack on the head.	N
602	602	00:36:34	00:36:37	So you're thinking the weapon is still in here?	N
603	603	00:36:37	00:36:39	Yeah.	N
604	604	00:36:39	00:36:42	Why would the killer leave it in here?	N
605	605	00:36:42	00:36:44	Well, the killer left the body here.	N
606	606	00:36:44	00:36:46	That's true.	N
607	607	00:36:46	00:36:50	Mr. Pincher had a cash-only business.	N
608	608	00:36:50	00:36:54	Yeah. And he didn't have a gun license.	N
609	609	00:37:05	00:37:09	You got something? Yes.	N
610	610	00:37:18	00:37:20	A little store security.	N
611	611	00:37:22	00:37:25	Liars, liars, all men are liars!	N
612	612	00:37:29	00:37:34	It seems that the missus caught her husband collecting rent from the late Melissa Pooley.	N
613	613	00:37:34	00:37:36	She just waited till he left the building.	N
614	614	00:37:36	00:37:39	You slut! I don't care what he told you, you still have to pay rent.	N
615	615	00:37:39	00:37:40	Go to hell!	N
616	616	00:37:48	00:37:50	Luckily, she left her prints behind.	N
617	617	00:37:50	00:37:52	We had them on file from an assault case in '98.	N
618	618	00:37:52	00:37:54	Yeah, she went a little further this time.	N
619	619	00:37:54	00:37:58	Yeah, from what I hear, she did a lousy job cleaning that bat.	N
620	620	00:37:58	00:37:59	Amateur.	N
621	621	00:37:59	00:38:04	You know, you guys, you could have waited till after she paid me to arrest her.	N
622	622	00:38:04	00:38:06	What did I ever do to you?	N
623	623	00:38:06	00:38:13	Oh, except crack your case wide open. Don't worry, man, Grissom talked to the sheriff, said he's gonna pick up your tab.	Y
624	624	00:38:13	00:38:14	Really?	N
625	625	00:38:14	00:38:16	Mm-hmm. ( chuckles )	N
626	626	00:38:16	00:38:19	Thanks.	N
627	627	00:38:19	00:38:24	Hey, you think this could mean a nice, fat city contract for me?	N
628	628	00:38:24	00:38:27	Good to see you, Marty.	N
629	629	00:38:27	00:38:29	See you around, Marty.	N
630	630	00:38:30	00:38:32	Call me.	N
631	631	00:38:48	00:38:51	Innie, outie.	Y
632	632	00:38:55	00:38:58	And Vanessa doesn't have any moles on her torso.	N
633	633	00:38:58	00:39:00	The woman in the photo is not Vanessa.	N
634	634	00:39:01	00:39:02	Oh, you got my message.	N
635	635	00:39:02	00:39:03	What message?	N
636	636	00:39:04	00:39:04	To meet me here.	N
637	637	00:39:05	00:39:09	I was preparing a body for a mortuary pickup, and I noticed something.	Y
638	638	00:39:11	00:39:13	Postmortem bruising.	N
639	639	00:39:13	00:39:19	Well, it can take a day or two after autopsy for the bruises to percolate through the soft tissue and become visible.	N
640	640	00:39:19	00:39:21	Vanessa wasn't stabbed four times with a skewer.	N
641	641	00:39:21	00:39:24	She was stabbed twice with a two-pronged instrument.	Y
642	642	00:40:14	00:40:17	I just started combing through Tom Cunningham's computer.	Y
643	643	00:40:17	00:40:25	I haven't I.D.'d our mystery woman, but there's just lots of back and forth between Cunningham's e-mail account and Keaton's.	Y
644	644	00:40:25	00:40:27	Any attachments?	Y
645	645	00:40:27	00:40:28	Yeah.	Y
646	646	00:40:28	00:40:30	Got one for the Keatons' account.	N
647	647	00:40:30	00:40:35	U axd 4 my pic so here.	N
648	648	00:40:35	00:40:37	SweetKeat.	Y
649	649	00:40:42	00:40:44	Any reply?	Y
650	650	00:40:44	00:40:47	Yes. From...	Y
651	651	00:40:47	00:40:48	Cunning1.	Y
652	652	00:40:49	00:40:51	Can you handle it?	N
653	653	00:40:51	00:40:53	Midnight. Behind the skate park.	N
654	654	00:41:14	00:41:15	You can stop the tape.	Y
655	655	00:41:18	00:41:21	Amy came on to me.	Y
656	656	00:41:21	00:41:23	She's 15.	Y
657	657	00:41:23	00:41:26	Does she look 15 to you? Tom, be very quiet.	Y
658	658	00:41:26	00:41:29	They got me on tape. I'm trying to explain.	Y
659	659	00:41:29	00:41:32	She's a minor, you're an adult. What's to explain?	N
660	660	00:41:32	00:41:35	We have information pertaining to Vanessa Keaton's death.	Y
661	661	00:41:35	00:41:36	Get me the D.A. We want a deal.	N
662	662	00:41:39	00:41:41	Too late.	N
663	663	00:41:41	00:41:43	You are an inny.	N
664	664	00:41:43	00:41:49	Amy, you e-mailed this photo of yourself to Tom Cunningham.	N
665	665	00:41:49	00:41:51	What's she talking about?	N
666	666	00:41:51	00:41:53	I have no idea.	N
667	667	00:41:53	00:41:54	You were having an affair with Tom Cunningham.	N
668	668	00:41:55	00:41:57	He's just been booked on statutory rape.	N
669	669	00:41:57	00:41:59	What?! It wasn't rape.	N
670	670	00:41:59	00:42:01	I'm gonna to kill that son of a bitch!	N
671	671	00:42:01	00:42:02	Like you care who I have sex with?	N
672	672	00:42:02	00:42:06	I know about your parties, all the kids know, so don't get all righteous on me.	N
673	673	00:42:06	00:42:07	I want to see Tom. Let's go.	N
674	674	00:42:07	00:42:08	Mr. Keaton, sit down, please.	N
675	675	00:42:09	00:42:10	We're not done yet.	N
676	676	00:42:16	00:42:20	We retrieved this from the Cunningham's backyard.	N
677	677	00:42:20	00:42:25	Your stepmother's blood is on the tines, and your fingerprints are on them.	N
678	678	00:42:35	00:42:39	Easy, easy.	N
679	679	00:42:39	00:42:43	The stab wounds weren't fatal, but your stepmother was knocked unconscious.	N
680	680	00:42:44	00:42:46	It took two or three minutes for her to drown.	N
681	681	00:42:46	00:42:49	That's a long time to stand around and watch someone die.	N
682	682	00:42:49	00:42:51	It wasn't like that.	N
683	683	00:42:52	00:42:55	How could you! Calm down!	N
684	684	00:42:55	00:43:00	You need to go home, right now. Oh, my God. Oh, my God.	N
685	685	00:43:00	00:43:03	He was trying to protect me.	N
686	686	00:43:04	00:43:06	So we put her in the fountain.	N
687	687	00:43:10	00:43:12	He loves me.	N
688	688	00:43:15	00:43:17	Can I see him?	N
689	689	00:43:23	00:43:25	Arrive as a couple, leave as a couple.	N
690	690	00:43:25	00:43:28	No photos, no video. No affairs.	N
691	691	00:43:28	00:43:30	And the kids must never know.	N
